2834,882,1968,0
1462,850,1988,2000
1221,665,1999,1990
1435,547,1972,2000
951,82,1993,2020
2303,323,1966,2010
1659,290,1996,1990
2803,622,1989,2000
2201,295,1993,2000
17,941,1991,2020
1281,533,2007,2022
399,773,1980,2022
2345,864,1962,2010
263,562,1963,2022
1189,318,2000,0
2737,661,1983,0
686,771,1998,2020
385,523,1994,0
815,936,1996,1990
1726,377,2004,2000
2024,464,2010,2000
2268,442,1968,1990
2944,633,1954,2000
1613,977,1967,2020
643,1005,1977,2022
1955,758,1961,2010
273,291,2020,2020
477,687,1950,2022
2317,647,1972,2000
2194,871,1956,0
2584,879,1971,2022
2302,884,1971,1990
2330,934,1952,0
2224,199,1966,2020
1986,839,2022,0
1755,943,2011,2020
1974,313,2019,2000
1346,462,1999,1990
2756,931,2007,0
2212,556,2005,1990
335,743,1970,1990
1080,979,1988,2000
538,961,1990,2022
1250,207,2004,2022
1644,407,1979,1990
1094,321,1981,1990
2886,838,1972,1990
2684,199,2002,2020
1502,923,2010,2020
1713,812,1961,0
1204,592,1999,2022
2791,610,1995,2020
918,312,1959,0
919,567,1978,2010
1009,363,1951,0
2353,134,2005,2010
125,522,2013,2000
2678,82,1974,0
755,549,1981,2000
123,234,2001,2000
1222,136,1959,0
2849,452,1951,2010
2209,516,2001,1990
2002,584,1977,2000
175,528,1978,2020
847,144,1982,2010
679,777,2013,0
2957,1007,1955,1990
1137,535,2015,0
2511,191,1960,2000
1796,674,2016,0
2406,591,1983,0
1827,221,1960,1990
2998,750,1973,2022
2832,598,1997,1990
513,195,1963,1990
19,985,2010,2010
2609,733,2000,2010
1029,909,1960,2010
1485,162,1986,2010
1430,962,2021,2022
2060,977,1988,1990
1367,235,2022,2022
565,328,2018,2000
505,555,1959,2010
1450,227,1957,2022
1655,53,1978,0
1499,809,2022,0
1160,601,1989,2022
2141,672,2011,2000
967,225,1963,2022
1668,335,1950,2010
1690,718,1960,2022
1485,449,1950,1990
395,833,1983,2020
578,721,2016,1990
1717,779,2004,2022
1249,944,2011,2000
2528,178,1975,1990
1209,486,1996,2010
1678,498,1982,2000
562,706,2000,2020
1270,921,1984,2010
1247,106,1988,1990
2824,191,1956,1990
1556,786,1953,2000
47,369,1955,2022
312,533,2002,2022
1530,932,1995,2010
2203,587,1961,2000
2701,1022,2005,0
727,136,1979,2022
1465,600,1999,2022
1182,590,2009,2020
402,60,1961,2010
1755,914,2000,0
1487,1014,1977,0
2091,235,2001,1990
1934,73,2007,1990
2926,242,2008,0
1276,267,1967,2010
2317,684,2009,2010
1691,259,1956,1990
75,452,1985,2000
547,450,1996,2000
1806,940,1983,2020
1312,601,1991,2020
1531,1026,1973,2022
2047,316,1959,1990
1019,36,1997,2000
1254,826,1972,2010
616,216,1995,2010
677,543,1975,2020
2873,207,1993,0
2898,726,1995,0
368,270,1969,1990
39,765,1964,2000
725,878,1981,2020
130,65,2022,2022
1302,655,2011,1990
1610,101,1976,2022
1581,901,2012,0
2782,638,1994,2022
491,478,1989,0
2651,194,1985,1990
1849,450,1999,2000
46,952,2002,2020
2048,664,2002,2000
2168,830,1991,2020
2792,794,1981,2022
1865,672,1957,2000
1637,203,1994,2000
562,91,1969,2010
1005,139,1956,2022
2536,905,1973,1990
2129,415,2014,1990
56,224,1984,0
2714,62,1974,2020
2053,642,1962,2020
2006,478,1966,2020
1588,793,1952,2020
987,1007,1982,0
2068,276,1974,1990
702,45,2003,0
45,679,1980,2020
1761,725,1972,1990
427,540,2018,0
2240,869,1971,0
246,1029,2018,2020
1478,699,2016,2022
2751,114,1956,2000
975,993,1997,2000
2153,295,2015,1990
2740,579,2005,2010
2165,904,2022,2010
1849,566,1985,1990
249,456,1988,2022
656,754,1973,2022
526,51,1984,2000
1348,658,2002,2022
765,280,1987,2022
326,264,2006,2022
2339,256,2014,2020
1507,591,1985,2010
560,980,1968,0
1695,112,1967,2022
1606,670,1973,1990
441,42,1991,2020
2057,326,2003,2000
774,781,1970,0
2624,140,1964,2022
952,518,1999,2010
2189,967,1958,1990
2507,1012,1962,2010
2160,883,1960,2000
2697,197,1971,2020
1765,432,2002,2000
1442,946,1983,2020
579,266,1999,2000
2041,476,1954,2000
2037,681,1976,2022
1359,252,2004,2022
1423,612,1953,2020
2030,229,2010,2020
2226,294,2001,2010
733,44,2001,2022
1614,259,1955,2022
1532,665,2011,2000
654,297,2021,2010
222,427,1954,2020
2218,287,2008,0
2999,730,1983,2020
1448,257,1985,1990
2396,287,1963,2010
2627,421,2015,0
2164,56,2000,0
59,763,2012,2010
2246,460,2002,2010
1223,834,2010,2022
2042,497,1969,1990
1761,391,1973,2010
2255,782,1974,2010
934,392,1983,0
377,913,1998,2000
2790,639,1998,2022
2335,596,1982,2022
629,111,2007,1990
2920,623,1998,2000
1739,158,1984,2000
403,565,1990,2022
1433,981,1998,2010
701,550,1993,2010
920,195,1953,0
1940,118,2019,2022
2139,573,1981,2010
2144,753,2016,2000
2329,705,2022,1990
1986,1006,2012,2000
533,440,1972,2010
2532,691,1969,0
1448,136,2013,0
1853,623,1965,2020
94,367,1952,2022
906,227,1954,2000
875,944,1991,2010
2899,288,1981,2022
1575,624,1975,2022
1813,973,1995,2000
696,645,1978,0
545,205,1969,2010
2236,743,1976,2020
35,576,2011,2022
2116,642,1998,0
64,754,1994,2020
2069,378,1991,2010
1918,339,1986,2000
2974,412,2014,2010
224,195,1950,0
2673,940,1968,2020
1797,924,2019,2022
2637,37,2018,2000
238,314,1981,0
1995,549,2006,1990
2651,1026,2015,2010
613,533,1985,2010
1535,882,1991,2000
618,198,2014,2010
1420,606,1996,0
1110,278,1985,2022
2019,240,2007,1990
2729,992,2016,2022
1044,595,1984,0
931,550,2003,2010
1135,769,1966,2022
397,997,1962,2022
959,972,1962,2022
806,788,2020,2022
302,826,2013,0
2050,91,1998,2010
2636,561,1966,2020
2409,510,1950,1990
533,726,1954,2000
1591,311,2007,2000
1138,909,1960,0
2381,824,1964,0
1878,991,2014,0
2467,792,1995,1990
1705,834,1967,0
2886,1015,2014,1990
2284,826,2009,2020
2166,546,2011,1990
2282,159,1991,2022
2953,878,1978,2022
770,699,2003,1990
1885,50,1985,2010
76,357,1994,1990
982,92,1953,2022
1265,638,1993,2022
2298,536,1970,2020
1717,216,1971,2022
615,206,2002,0
820,439,1969,0
2083,348,2020,0
381,336,1996,2010
799,980,1983,2000
677,89,1971,1990
1161,494,1999,1990
1263,211,1976,0
2093,605,1993,2020
673,76,1989,2022
329,431,1994,2022
757,288,1980,2020
2055,194,1953,0
1532,656,1977,2022
1618,539,1992,2022
158,115,1971,2010
1169,421,1978,0
2798,596,1988,1990
210,712,1977,2022
1341,231,1981,1990
257,503,1979,0
2681,545,1997,1990
320,625,1983,2022
1460,330,1962,2000
2884,421,1977,2022
2517,681,1953,1990
1103,714,1984,0
1315,671,1983,2000
1977,1019,2003,1990
2078,442,1952,2010
65,719,1988,1990
1898,519,1963,1990
429,551,1985,2020
2379,319,2010,2000
751,622,2022,2020
2450,425,1989,1990
1107,348,2013,1990
231,58,2015,2020
2105,847,1959,1990
1955,913,1954,2020
167,358,1991,0
347,43,2017,2022
2029,322,2010,2020
1255,294,1997,2010
1496,540,2014,1990
1095,961,2021,1990
2842,263,1992,2020
1314,978,1983,2020
602,38,2016,2020
2963,196,2007,0
2217,224,1957,2022
1875,410,2002,2020
1724,352,2003,2010
2472,350,1975,2010
2295,998,1968,2000
2203,428,1959,1990
308,92,1973,2022
2020,684,1954,2010
2484,374,1968,0
2301,734,2000,2010
1325,117,1976,1990
1359,310,1999,2022
1358,1033,2022,1990
29,837,1993,2010
2830,930,2016,2020
1689,45,1992,1990
2461,478,1970,2000
2901,538,2013,2022
750,177,2005,1990
451,147,2019,2010
1083,995,1953,2010
56,682,2013,0
1148,472,1972,2000
2279,214,2019,2010
447,141,1969,2020
2738,129,1972,0
1118,784,1970,0
903,152,1973,1990
2851,1005,1967,0
2687,330,1960,2020
1283,283,1955,2022
703,716,1971,0
205,756,1960,2010
2028,334,1991,2020
293,265,1994,2022
1064,277,1968,2022
1556,178,2022,1990
1508,365,1969,0
146,394,1953,2000
2998,95,1953,0
2983,461,1978,2020
53,432,2004,2022
1001,141,1965,2022
2455,900,1996,2010
269,120,1980,0
1632,88,1982,0
1070,1015,1981,2022
1975,326,1972,2010
1939,851,2010,2022
2445,385,2006,2000
2418,962,1985,2020
198,285,2015,2022
1025,576,2018,2020
426,340,1960,2000
754,848,1993,1990
2461,872,2011,2022
2122,933,1999,2000
1844,761,2021,2022
2003,145,1973,2010
145,168,1952,0
373,481,1980,0
2103,954,2003,2020
2686,428,1985,0
1203,258,1950,2020
2929,1019,1963,1990
1910,835,1992,2022
1288,768,1960,2000
455,901,1992,2020
1318,713,1976,2020
1379,272,1991,2020
1522,98,1952,2000
1625,1019,2006,0
2681,839,1999,2000
1034,181,2022,2020
841,856,2009,0
1656,1006,1985,0
891,635,1970,2000
471,51,1967,1990
192,873,2014,2020
2077,269,1957,2010
294,831,1985,2010
77,972,1993,1990
3000,231,2022,0
1990,778,1973,2010
1209,565,1993,2020
2936,807,1975,1990
2242,619,2008,2022
2111,791,2012,2010
1540,573,2014,1990
1164,913,1984,2020
681,308,1965,2020
2184,1032,1966,2010
2029,896,1966,2010
567,301,2003,1990
1703,383,1982,2010
1502,493,2007,2020
1257,994,1983,2000
156,287,1973,2000
1451,729,1993,0
1197,708,1961,2022
857,248,2011,2020
1966,181,1962,2022
2579,129,1978,1990
1759,670,1996,1990
2388,746,1992,0
1475,134,1967,2010
1485,113,1986,2020
1169,924,2013,2020
1582,202,1961,0
2762,989,2009,1990
712,536,2021,2020
2071,890,1973,1990
385,604,1960,2020
2098,594,1982,2020
2501,1017,2019,2022
2257,223,1955,0
2715,220,2010,2020
1467,114,1955,2020
574,844,1988,2010
1957,356,2010,2020
2865,529,1965,1990
2028,285,1994,1990
413,1009,2003,2022
2690,954,1985,2000
1561,807,1955,2020
1219,870,2020,2010
46,566,2022,0
1334,78,1954,2010
2921,982,1950,2020
623,969,1957,2022
957,423,2016,1990
2251,286,1987,2020
1300,289,2007,0
2661,894,2004,2010
2868,834,1953,1990
199,626,1989,2000
1812,71,2003,2022
959,663,2010,2000
1616,121,2019,2010
2587,275,1991,2020
2256,44,1957,2000
2363,288,1983,2020
1000,542,2015,2020
2315,662,2007,2022
1853,1023,2017,1990
1457,870,1963,2010
440,183,2002,2010
2721,939,1992,2010
2740,175,2016,0
715,1031,1994,0
341,302,2005,2020
266,478,2004,2010
2579,395,1984,2010
41,874,1952,2020
2157,805,2007,0
665,857,1978,2010
2865,826,1969,0
1230,114,1974,2010
552,179,2021,2020
1748,333,2000,2022
33,164,2001,0
1359,371,2005,0
2601,540,1952,1990
1934,738,2016,0
1848,309,1970,0
2235,378,1962,0
129,780,1969,1990
2105,761,2007,2020
1706,77,1998,0
93,599,1996,2020
2387,143,1974,2020
2987,203,1958,1990
1361,227,1951,2010
630,1002,1977,2020
2723,904,2010,1990
1560,316,2020,2010
2224,984,1970,1990
2265,488,1954,1990
705,1028,1968,2010
1874,113,2020,2020
2004,297,1953,1990
669,606,2011,1990
796,570,2007,2000
1293,385,2000,2010
1404,600,1970,0
524,619,1994,2010
2396,836,1972,2022
2644,177,1985,2020
2370,300,2001,2010
1294,850,1962,2020
802,514,2006,2022
1825,768,1967,2022
2214,299,1968,2020
48,716,2012,2020
2156,1010,1950,2000
667,830,1956,2022
980,449,2016,2020
1409,89,1951,1990
2744,612,1955,2022
1736,614,2017,2022
334,979,1975,0
1294,345,1954,2022
1233,543,1987,2010
151,1023,1960,2000
2449,55,2021,2010
644,335,1958,2020
979,314,2013,2022
520,92,1954,0
324,200,1961,2020
242,189,2012,2022
827,202,1985,0
2741,662,2017,0
1188,636,2013,2020
2852,50,1995,1990
2915,275,1965,2022
1594,201,1951,0
2313,807,1998,0
2119,312,1969,2000
1451,790,2006,2000
772,883,1970,2000
1319,994,1955,2020
1828,427,1983,2010
1426,181,1994,0
1013,145,1968,2000
2780,561,1990,2010
1399,307,1986,2020
2418,976,1984,2000
423,1000,1953,0
1215,955,1965,1990
550,259,2009,2000
2619,543,1969,2020
269,690,1985,0
660,507,1950,1990
447,461,1997,1990
1405,46,2013,2000
512,116,1989,2010
45,673,2003,0
703,370,1971,2020
698,480,1950,2000
2327,705,1985,0
492,587,2019,2010
2787,959,1967,2020
2209,230,1954,2000
1538,709,2007,2022
1527,80,1981,2022
628,558,1992,2020
254,86,1952,0
661,168,2011,2000
2292,274,1975,2000
1815,323,1994,2022
1600,112,1994,0
1445,38,1953,2020
400,234,2000,2020
396,359,1994,0
740,280,1960,1990
1599,728,2019,2020
483,855,1999,2020
1523,533,1950,2020
750,55,2000,1990
2173,266,1988,2020
1949,633,2005,2010
1760,375,2000,2020
181,235,1997,1990
69,96,1982,2000
1439,897,1988,2010
789,520,2001,2020
705,427,1981,2010
970,351,2001,2020
1899,455,2020,2000
1828,797,1981,2000
1764,439,1996,2022
2427,999,1984,0
1997,575,2006,2000
1403,863,1950,2000
2608,226,1992,2010
2052,640,1977,1990
2025,924,1985,2010
721,672,2012,0
2911,206,1975,1990
1185,587,1954,2010
174,837,1963,2022
1337,925,1970,0
1434,878,2019,2020
2219,657,1973,1990
174,822,1951,1990
1336,926,2011,0
1184,220,1968,2022
543,666,1956,1990
2798,154,2016,2022
1110,908,1974,1990
2374,38,1973,2010
2356,767,2015,2000
2225,1019,1967,1990
2226,741,1993,1990
1380,733,2017,2000
937,533,1964,0
550,782,1983,1990
1052,194,1957,2010
2133,508,1987,2010
299,440,1991,1990
157,400,1950,2000
224,308,1963,2020
2236,932,1956,2000
2187,924,2008,0
2440,299,2008,2020
732,630,1964,2020
633,762,2021,2000
1679,755,1979,2000
189,651,2008,2022
124,81,1995,1990
100,488,1970,2000
935,326,1990,0
1071,152,1972,2022
2856,810,2018,2000
2843,38,1978,0
1546,797,1954,2000
2601,370,2014,2020
1627,481,2002,1990
2458,885,1984,1990
677,805,2021,2020
2142,624,1993,2010
2677,818,1967,1990
2175,927,2012,0
1559,439,1994,2010
624,565,1976,2000
1436,532,1993,2020
1479,929,1950,2022
1658,596,1957,0
1171,574,1984,0
1064,56,1983,2020
1022,936,1994,2022
587,351,1984,2022
2304,849,1954,2000
1602,923,1995,2022
2282,954,1982,0
957,802,1959,1990
2285,861,1986,2022
2578,361,1990,2010
2202,882,1956,0
2809,409,2011,0
21,135,1952,2020
1839,384,1978,2020
202,736,2007,2010
618,602,1973,0
1069,809,2015,0
1731,635,1983,2022
1652,319,1964,2000
2535,380,1953,2010
918,231,1960,2010
1174,869,1993,2000
1281,121,2002,2000
871,633,1996,2010
2182,508,1993,2022
2647,80,1969,1990
2036,51,1951,2022
765,967,2007,1990
1574,698,2009,0
997,916,2021,1990
1309,991,1960,2000
304,303,2020,0
2383,811,1980,2000
2428,453,2001,2010
602,242,1956,2022
1340,863,2015,0
1813,551,2010,2010
337,911,1993,1990
1814,171,2008,2010
561,267,1988,2022
644,997,1960,0
1831,689,1959,2000
1085,437,1959,1990
379,843,1955,1990
1899,975,2005,2010
132,428,2012,2000
1473,637,1980,2010
2685,414,1951,0
1268,531,1960,1990
1890,746,2010,1990
2758,745,1973,2020
1945,656,2015,2022
2386,322,1950,1990
457,183,1994,1990
1668,947,2017,0
2999,1009,2017,2010
2233,773,1975,2020
2121,396,1992,1990
918,673,1978,2022
2575,749,1955,0
1971,931,1987,2022
2834,499,1978,2020
2698,128,1980,1990
1114,763,1975,2000
1124,209,2000,1990
2747,519,1984,2010
160,1026,2014,2022
1972,882,1981,2000
272,411,2020,2022
2760,37,1956,0
2225,219,1989,2010
121,211,2012,2020
905,565,1967,0
2553,54,1979,1990
1297,119,1955,1990
1029,181,2007,2022
229,729,1998,2022
1592,922,1951,0
2755,470,1998,2022
1008,106,1975,1990
1648,617,1995,2020
2062,543,1987,0
327,505,2007,2010
1582,580,1989,0
1462,1014,1988,2020
88,249,1983,2000
1427,182,2012,0
1851,970,1977,1990
682,645,1971,2010
199,538,2004,2020
832,255,1964,2022
2301,340,1975,2000
2656,459,1955,1990
15,380,1967,2000
669,642,1974,2010
1317,530,1965,0
2856,892,1988,2000
428,892,1980,2022
1510,366,1964,2022
134,835,1955,0
454,633,2005,1990
263,1003,2019,2000
2015,507,1974,1990
1007,243,2013,2020
1473,1014,1977,2022
403,1028,1964,1990
2331,584,2006,2022
2905,812,1991,2000
2955,893,1993,1990
914,767,1983,2022
978,259,2017,2000
2438,601,1974,1990
871,120,2007,2020
1830,109,1957,2022
875,1008,2021,2022
2654,509,2010,1990
501,712,1982,1990
843,117,1975,2000
522,41,1963,1990
2716,574,1963,2022
1225,639,1956,0
426,561,1960,2010
1247,721,2013,2000
699,608,2018,2010
1921,491,1993,2020
1595,265,1992,0
901,177,1986,2020
2379,267,1978,2022
2062,132,1974,1990
378,845,2005,1990
969,891,1999,1990
2687,319,2016,1990
2447,754,2010,2000
2154,325,1958,2010
22,342,1975,1990
244,335,1983,2010
782,427,1979,1990
95,35,1998,2020
385,348,1985,1990
2849,903,1952,0
1401,428,1977,2020
860,1005,2014,2000
2510,493,1960,2020
582,256,1972,1990
1711,804,1985,2022
2211,493,2009,2022
1397,212,1987,1990
2410,979,1971,2000
1045,687,2017,1990
129,338,1973,1990
48,700,2016,0
368,647,2018,2020
2781,431,1973,1990
1441,669,1971,2000
905,963,1992,2022
657,736,2003,2000
453,1014,2022,0
14,851,1952,2010
2975,72,1978,2000
1980,222,1994,0
364,847,1981,2010
724,407,1990,2020
205,348,2009,2000
1666,66,2017,2020
1147,917,1975,2000
2686,306,1951,1990
1547,1033,2005,2022
239,59,2022,2000
1967,426,1985,0
1890,243,1990,2000
88,126,1978,2022
2422,395,1974,2000
634,876,1990,2010
2603,681,1981,2020
630,953,1976,1990
1405,307,1987,1990
1238,661,2022,2020
1759,72,1984,2022
2916,628,1978,0
607,105,1970,2020
1005,246,1970,2022
2305,944,1971,2022
1484,420,1976,2000
2681,167,1982,2010
1079,134,2012,2020
436,902,1952,1990
421,519,1976,1990
2087,364,1974,2010
1954,343,1957,2010
1008,83,1985,2020
2572,139,2022,2000
1649,354,1993,2000
1493,785,2008,2022
1429,396,1971,0
183,986,1962,2000
808,357,2016,2010
2286,235,1988,0
2007,599,2017,2010
2705,478,1994,0
38,424,2020,1990
2154,856,1967,2020
78,84,1973,2000
2515,647,1984,2022
113,199,1984,0
2253,931,1967,2022
2166,1010,2020,2022
2031,953,2004,2000
2541,830,1981,2010
186,433,1981,2000
90,413,2011,2000
11,529,1964,2010
399,942,1990,2010
2761,213,1972,2000
2598,242,1996,2000
2034,161,2016,2010
1209,134,2006,2022
1759,263,2005,1990
1999,684,1975,2010
857,446,1994,0
1256,838,1993,2010
2846,444,2022,1990
1766,68,2018,0
2761,893,1981,0
1859,116,1991,2010
2690,611,2008,2000
1453,251,2016,1990
1444,635,1987,2000
1853,619,2011,2020
370,84,1951,0
2453,56,2002,2010
2326,83,2012,0
2580,735,2010,2020
1475,868,1981,2010
2422,79,1950,1990
2565,411,2020,2020
2592,507,1988,2010
1771,696,1991,2010
1901,158,1992,2000
154,567,1966,2022
260,576,1952,2020
2762,686,1997,2010
2883,807,1984,2000
2699,544,1970,0
1640,888,1999,2020
821,726,1950,2020
2845,127,2016,2020
2980,800,1982,2022
1800,243,1961,0
2362,200,2008,2000
2110,606,1968,2020
1177,1014,1958,2022
1858,767,1985,2010
2214,168,1993,2022
2327,465,2018,2020
382,398,2020,2020
2715,464,2011,2020
200,954,1981,1990
927,118,1984,0
2607,363,2005,2022
217,50,1999,2010
357,593,2001,1990
2044,926,2012,0
1097,726,1991,2020
998,530,1953,2000
2730,985,1977,0
910,358,1970,2022
2350,638,1973,2020
1828,86,2008,2010
1862,347,1956,1990
1610,795,2000,0
1047,792,2012,2000
587,592,2014,2020
2517,88,1993,2020
1399,656,2005,0
576,749,1978,2000
1181,969,1951,2022
935,508,1953,2000
1327,420,1963,2022
1803,609,1969,2010
2067,784,1974,1990
1531,510,1971,2010
1508,824,2020,2020
1456,193,1967,2022
1063,452,1999,2022
2870,841,2017,2022
688,911,2014,2020
2421,919,1996,2010
2505,233,1963,2010
1019,319,2022,1990
193,1030,1952,1990
1441,95,1979,2000
825,268,1957,2020
104,903,1983,2020
646,498,1984,2000
460,130,1988,1990
2754,368,1975,1990
2548,959,2000,2000
2062,859,1969,2020
602,737,1986,2022
24,699,2010,2020
819,936,1961,1990
49,986,1969,1990
2851,110,1993,1990
53,296,1999,2022
60,649,2000,0
47,799,1990,1990
2546,143,2004,2000
2031,246,1975,2022
2709,293,1970,2022
758,598,2017,2000
1964,244,1980,2022
2746,455,1968,2010
1805,630,1992,2010
465,975,2001,2000
1988,953,1953,1990
329,107,2004,2010
1993,144,1961,0
695,975,2007,1990
2360,281,1968,2000
2002,653,1959,1990
17,135,1957,2020
2708,368,1969,2020
2748,319,1962,1990
1656,839,2015,2022
706,696,2002,2000
2602,995,1978,2020
58,561,2021,2010
1956,883,2004,1990
1849,534,1966,2022
1168,225,2010,2020
1764,275,1957,2022
1565,426,1952,0
1086,509,1964,2022
222,313,2019,0
2022,320,1953,2020
1106,577,1965,2010
2042,634,1989,0
731,226,2020,1990
622,403,2016,2010
2285,905,1975,2020
896,111,1958,2010
1666,241,1983,2020
531,906,1957,2022
998,766,1985,1990
2347,597,2008,2000
2757,930,2012,1990
306,54,1974,2000
157,724,1954,2010
2682,569,1961,0
2532,741,2002,2022
2403,907,2019,2020
1800,48,2006,1990
1871,326,1983,0
382,945,1964,2022
2203,215,2011,0
2738,354,1996,0
2716,603,2000,2020
2802,955,2004,2020
522,796,1960,2000
2738,640,1975,2000
2542,420,1979,2010
1592,609,2015,2020
2328,40,2009,2020
1023,474,1994,2020
2356,508,1960,1990
2565,605,1955,1990
2738,257,1951,2010
865,652,1969,1990
122,657,1995,2020
2027,341,2016,2010
2192,55,1967,2000
2834,156,2009,1990
2431,806,2022,1990
2338,750,1964,2010
1790,415,2004,2000
2094,527,1959,2022
22,108,1986,2022
2252,508,1988,2022
782,138,2021,2022
634,431,1960,0
2349,52,1957,2020
1872,381,1979,2020
1390,783,1983,2000
2164,865,1959,1990
477,49,1988,2000
405,669,1989,2000
2704,1019,1966,1990
838,872,1976,2010
744,914,1968,2022
513,307,1959,1990
1193,809,2007,2010
1076,544,1986,2010
582,115,1991,1990
1813,385,1968,2000
587,309,2005,0
1414,366,1998,2000
1872,128,1975,1990
2346,240,1955,0
2825,177,1975,2000
328,93,2002,2000
1487,999,1986,0
1305,645,2020,2010
2317,66,1991,1990
2788,729,2012,2010
480,1027,1974,2020
1013,800,2012,0
2327,435,2006,2020
2488,74,1952,2020
2427,400,1998,2010
2453,818,1958,2020
2170,424,2020,2022
2416,909,2017,0
2266,533,1988,1990
2660,590,1982,2022
1242,162,2010,0
2816,745,2017,0
2682,92,1982,2010
2912,831,1970,0
2765,740,1978,2010
2786,971,2002,2020
2542,684,1964,2010
372,943,1972,2020
1393,351,1971,2022
1115,642,1956,2010
2541,82,1963,1990
2083,459,1968,0
1098,949,1976,0
2479,112,1994,0
916,675,2019,1990
641,612,2013,2010
1080,188,1982,2022
231,398,1959,2010
177,451,2022,2000
1917,499,1961,2020
1710,512,1976,2000
2818,244,2011,2000
648,335,1989,0
2014,635,1957,2022
581,988,1992,2000
1089,137,1971,2020
2131,947,2021,2000
1797,764,2008,2000
2241,262,2015,2000
1833,865,2016,1990
1215,183,1987,1990
2987,452,1957,2022
2133,643,1989,2020
1891,416,2018,2020
2791,191,1970,0
2087,873,1952,2020
1289,841,2008,2020
2603,549,1967,2010
277,162,1997,2010
1144,812,1987,1990
81,131,1950,2020
2946,939,2009,0
906,91,2002,2010
265,534,1992,2000
2586,394,2002,1990
119,139,2006,2000
2515,784,1956,2022
2288,457,1993,2020
1929,622,2017,2020
326,800,1960,2010
72,1028,2001,2022
2515,307,1992,0
287,753,1953,0
1807,630,1988,2020
1548,460,1981,2000
2992,415,1994,1990
2502,802,1983,1990
307,101,1963,2020
1014,859,1951,1990
695,500,1997,0
2139,1005,1988,1990
2651,289,1972,0
758,785,2003,2020
662,654,1985,2020
1850,320,1994,2020
1764,803,1955,1990
1920,303,1990,2000
2518,870,1958,2022
2378,472,1966,0
2697,995,1966,2010
1132,551,2016,1990
1832,215,1972,2020
2856,41,2019,1990
749,1017,1951,2010
1722,1028,1963,1990
392,195,1985,2000
2932,110,1971,2022
1157,698,1984,2000
2857,1014,1961,2022
2132,936,1987,2000
1062,795,2008,0
1470,175,1998,2020
2151,56,2022,2010
1032,537,1960,2022
270,87,1966,0
357,132,1977,2022
1908,776,1987,2020
2407,422,2010,0
494,515,2020,2022
1062,269,1973,1990
2464,328,1951,2022
2203,314,2016,2022
1556,352,1953,2022
1841,584,2013,1990
1668,988,2005,2010
2490,391,1974,0
933,777,1963,2020
1258,920,2015,1990
2334,254,1979,2020
948,548,2003,1990
2385,690,2018,2022
1596,766,1965,2020
1000,693,1965,2000
20,197,1996,2020
2195,129,1978,2020
2889,996,2007,2020
1778,465,1952,0
1073,694,1958,2022
1781,790,1950,2022
2197,471,2015,2020
1898,788,2014,0
2958,351,2022,2022
2987,34,1989,2000
2086,426,2018,2000
2974,764,2000,2022
2624,1009,2007,0
1301,350,1962,2022
2807,975,1993,1990
348,899,1964,2000
1831,1004,1981,0
272,533,1985,1990
1233,576,2022,2010
